Title,Date,Duration,Genres,Director,Crew,Synopsis,Note_Ac,User_score_2
L'Exorciste du Vatican,10 mai 2023,1h 43min,[],N/A,"['Russell Crowe', 'Daniel Zovatto']","Inspiré des véritables archives du Père Gabriele Amorth, exorciste en chef du Vatican. Le Père Gabriele Amorth enquête suite à la découverte terrifiante d'un jeune garçon possédé. Ses investigations le mèneront à dévoiler une conspiration séculaire que le Vatican a désespérément tenté de maintenir dans l'oubli.","2,9","2,8"
Le Bal Des Folles,17 septembre 2021,2h 02min,[],N/A,['Lou de Laâge'],"À la fin du 19è siècle. Eugénie a un don unique : elle entend et voit les morts. Quand sa famille découvre son secret, elle est emmenée par son père et son frère dans la clinique neurologique de La Salpêtrière sans possibilité d’échapper à son destin.","3,7","3,8"
Hunger Games - La Révolte : Partie 1,19 novembre 2014,2h 03min,[],N/A,"['Jennifer Lawrence', 'Josh Hutcherson']","Katniss Everdeen s’est réfugiée dans le District 13 après avoir détruit à jamais l’arène et les Jeux. Sous le commandement de la Présidente Coin, chef du district, et suivant les conseils de ses amis en qui elle a toute confiance, Katniss déploie ses ailes pour devenir le symbole de la rébellion.","3,0","3,4"
Pirates des Caraïbes : la Malédiction du Black Pearl,13 août 2003,2h 23min,[],N/A,"['Johnny Depp', 'Geoffrey Rush']","Au 17e siècle, le capitaine Barbossa enlève la fille du gouverneur de Port Royal. Will, l'ami de celle-ci, se joint à Jack, un aventurier, pour se lancer aux trousses du capitaine. Mais il ignore qu'une malédiction frappe Barbossa et ses pirates...","3,5","4,2"
La Petite,20 septembre 2023,1h 33min,[],N/A,"['Fabrice Luchini', 'Mara Taquin']",Joseph apprend que son fils et le compagnon de celui-ci viennent de périr dans un accident. Ils attendaient un enfant via une mère porteuse en Belgique. Le sexagénaire part à la rencontre de la jeune flamande au caractère farouche et indomptable…,"2,9","3,4"
Kingsman : Services secrets,18 février 2015,2h 09min,[],N/A,"['Taron Egerton', 'Colin Firth']","KINGSMAN, l’élite du renseignement britannique en costumes trois pièces, est à la recherche de sang neuf. Pour recruter leur nouvel agent secret, elle doit faire subir un entrainement de haut vol à de jeunes privilégiés aspirant au job rêvé.","3,9","4,2"
L'Etrange histoire de Benjamin Button,4 février 2009,2h 35min,[],N/A,"['Brad Pitt', 'Cate Blanchett']","""Curieux destin que le mien..."" Ainsi commence l'étrange histoire de Benjamin Button, cet homme qui naquit à 80 ans et vécut sa vie à l'envers, sans pouvoir arrêter le cours du temps.","3,9","4,1"
The Amazing Spider-Man,4 juillet 2012,2h 17min,[],N/A,"['Andrew Garfield', 'Emma Stone']","Abandonné par ses parents, et élevé par son oncle, Peter Parker a tout du lycéen timide, jusqu'à ce qu'il devienne Spider-Man. Il va alors utiliser ses nouveaux pouvoirs pour lever le voile sur les projets secrets du Dr. Connors, et peut-être découvrir la vérité sur son père...","3,0","3,6"
Snow Therapy,28 janvier 2015,1h 58min,[],N/A,"['Johannes Kuhnke', 'Lisa Loven Kongsli']","En vacances dans les Alpes, une famille suédoise est confrontée à une avalanche. Face au drame, le père réagit avec lâcheté et se retrouve hanté par son geste.","3,5","3,3"
Close,1 novembre 2022,1h 44min,[],N/A,"['Eden Dambrine', 'Gustav De Waele']","Léo et Rémi, 13 ans, sont amis depuis toujours. Jusqu'à ce qu'un événement impensable les sépare. Léo se rapproche alors de Sophie, la mère de Rémi, pour essayer de comprendre…","3,3","4,1"
Ant-Man et la Guêpe : Quantumania,15 février 2023,2h 01min,[],N/A,"['Paul Rudd', 'Evangeline Lilly']","Les super-héros Ant-Man et la Guêpe vont explorer la dimension subatomique, interagir avec d'étranges nouvelles créatures et se lancer dans une odyssée qui les poussera au-delà des limites de ce qu'il pensait être possible.","2,3","2,5"
La Route de l'ouest,19 novembre 2012,2h 02min,[],N/A,"['Kirk Douglas', 'Robert Mitchum']","Une caravane se dirige vers l'Oregon. Leur voyage est rempli d'incidents, de batailles rangées contre les indiens, et aussi d'histoires d'amour.","2,9",--
Le Cas Richard Jewell,19 février 2020,2h 09min,[],N/A,"['Paul Walter Hauser', 'Sam Rockwell']","En 1996, Richard Jewell fait partie de l'équipe chargée de la sécurité des Jeux d'Atlanta. Il est l'un des premiers à alerter de la présence d'une bombe et à sauver des vies. Mais il se retrouve bientôt suspecté... de terrorisme.","4,0","4,1"
Le Jour d'après,26 mai 2004,2h 00min,[],N/A,"['Jake Gyllenhaal', 'Dennis Quaid']","Un climatologue avait prédit l'arrivée d'un autre âge de glace, mais n'avait jamais pensé que cela se produirait de son vivant. Il tente de convaincre le Président d'évacuer le pays pour sauver des millions de personnes en danger, dont son fils Sam.","2,7","3,3"
16 Blocs,5 avril 2006,1h 41min,[],N/A,"['Bruce Willis', 'Yasiin Bey']","A la fin de son service, l'inspecteur Jack Mosley se voit confier une petite mission. Il doit escorter le témoin Eddie Bunker jusqu'au palais de justice. Le trajet devait prendre à peine dix minutes, mais tout va déraper...","2,6","2,8"
Miraculous - le film,5 juillet 2023,1h 39min,[],N/A,"['Anouck Hautbois', 'Benjamin Bollen']","La super-héroïne, qui a conquis le cœur de millions de fans à travers le monde, débarque pour la première fois au cinéma ! Ladybug va devoir unir ses forces avec Chat Noir, le charismatique justicier masqué, pour affronter le Papillon et sa horde de super-vilains.","2,7","2,7"
Le Jeu,17 octobre 2018,1h 30min,[],N/A,"['Bérénice Bejo', 'Suzanne Clément']","Le temps d'un dîner, des couples d'amis décident de jouer à un ""jeu"" : chacun doit poser son téléphone portable au milieu de la table et chaque SMS, appel téléphonique, mail, message Facebook,... devra être partagé avec les autres. Il ne faudra pas attendre bien longtemps pour que ce ""jeu"" se transforme en cauchemar.","3,4","3,8"
La Voie de la justice,29 janvier 2020,2h 17min,[],N/A,"['Michael B. Jordan', 'Jamie Foxx']","Le combat historique du jeune avocat Bryan Stevenson.  Après ses études à l’université de Harvard, Bryan Stevenson aurait pu se lancer dans une carrière des plus lucratives. Il décide pourtant de se rendre en Alabama pour défendre ceux qui ont été condamnés à tort, avec le soutien d’une militante locale, Eva Ansley.","3,0","4,1"
Mary,13 septembre 2017,1h 41min,[],N/A,"['Chris Evans', 'Mckenna Grace']","Un homme se bat pour obtenir la garde de sa nièce, qui témoigne d'un don hors du commun pour les mathématiques.","2,6","4,2"
Danger immédiat,19 octobre 1994,2h 16min,[],N/A,"['Harrison Ford', 'Willem Dafoe']","Après l'assassinat d'un ses amis proches, impliqué dans un réseau de blanchiment d'argent, le Président des Etats-Unis décide de mener un combat contre les cartels colombiens. Il envoie en secret un commando de douze hommes en Colombie dont les deux responsables, James Cutter, conseiller du Président, et Robert Ritter de la CIA, cachent la ...","3,2",--
Free Guy,11 août 2021,1h 55min,[],N/A,"['Ryan Reynolds', 'Jodie Comer']","Un employé de banque, découvrant un jour qu’il n’est en fait qu’un personnage d’arrière-plan dans un jeu vidéo en ligne, décide de devenir le héros de sa propre histoire, quitte à la réécrire.","3,4","3,8"
Fumer fait tousser,30 novembre 2022,1h 20min,[],N/A,"['Gilles Lellouche', 'Vincent Lacoste']","Après un combat acharné contre une tortue démoniaque, cinq justiciers qu’on appelle les ""TABAC FORCE"", reçoivent l’ordre de partir en retraite pour renforcer la cohésion de leur groupe qui est en train de se dégrader.","3,2","2,6"
àma Gloria,30 août 2023,1h 24min,[],N/A,"['Louise Mauroy-Panzani', 'Ilça Moreno Zego']","Cléo a tout juste six ans. Elle aime follement Gloria, sa nounou qui l’élève depuis sa naissance. Mais Gloria doit retourner d'urgence au Cap-Vert, auprès de ses enfants. Avant son départ, Cléo lui demande de tenir une promesse: la revoir au plus vite. Gloria l’invite à venir dans sa famille et sur son île, passer un dernier été ensemble.","4,0","3,8"
Divertimento,25 janvier 2023,1h 55min,[],N/A,"['Oulaya Amamra', 'Lina El Arabi']",Des jeunes soeurs jumelles originaires de banlieue parviennent à intégrer la section dédiée à la musique classique d'un prestigieux lycée parisien.,"3,0","4,0"
Les Nouveaux sauvages,14 janvier 2015,2h 02min,[],N/A,"['Ricardo Darín', 'Oscar Martinez']","L'inégalité, l'injustice et l'exigence auxquelles nous expose le monde où l'on vit provoquent du stress et des dépressions chez beaucoup de gens. Certains craquent. Les Nouveaux sauvages est un film sur eux.","3,5","4,1"
Astérix aux Jeux Olympiques,30 janvier 2008,1h 53min,[],N/A,"['Clovis Cornillac', 'Gérard Depardieu']","Astérix et Obélix décident de participer aux Jeux olympiques. Mais le fils de César, l'arrogant Brutus, entend bien leur barrer la route qui mène au podium.","1,9","1,4"
Primadonna,17 janvier 2024,1h 40min,[],N/A,"['Claudia Gusmano', 'Fabrizio Ferracane']","Sicile, 1965. Lia a grandi dans un village rural. Elle est belle, têtue et sait ce qu'elle veut. Lorenzo, fils d'un patron local, tente de la séduire. Lorsqu'elle le rejette, fou de rage, il décide de la prendre de force. Au lieu d'accepter un mariage forcé, Lia le traîne au tribunal. Cet acte va pulvériser les habitudes sociales de son époque et va ouvrir la voie au combat pour les droits des femmes.","3,1","3,4"
La Vérité si je mens ! 3,1 février 2012,1h 59min,[],N/A,"['Richard Anconina', 'José Garcia']","Eddie, Dov, Yvan et les autres… Nos chaleureux amis ont migré du Sentier moribond à la banlieue florissante d’Aubervilliers… Là où les vieux entrepreneurs juifs ont laissé le terrain à de jeunes grossistes chinois courageux et dynamiques…","2,2","2,5"
La Secrétaire,4 juin 2003,1h 47min,[],N/A,"['James Spader', 'Maggie Gyllenhaal']","Lee Holloway est embauchée comme secrétaire par l'avocat Edward Grey. Au début, son travail est banal. Mais bientôt, une étrange relation se noue entre Lee et Mr Grey. Cette liaison est découverte par la famille de Lee et par Peter, son petit ami...","3,7","3,0"
War Pony,10 mai 2023,1h 54min,[],N/A,"['Stanley Good Voice Elk', 'Jojo Bapteise Whiting']","Deux jeunes hommes de la tribu Oglala Lakota vivent dans la réserve de Pine Ridge, dans le Dakota du Sud. Liés par leur quête d’appartenance à une société qui leur est hostile, ils tentent de tracer leur propre voie vers l’âge adulte.","3,4","3,8"
Soul,25 décembre 2020,1h 40min,[],N/A,"['Omar Sy', 'Jamie Foxx']","Au moment où Joe pense que son rêve est désormais à portée de main, un pas malencontreux l’expédie dans un endroit fantastique où il est obligé de réfléchir à nouveau à la signification d’avoir une âme. C’est là qu’il se lie d’amitié avec 22, une âme qui ne pense pas que la vie sur Terre soit aussi bien que ce qu’on veut bien lui faire croire...","4,3","4,2"
Blade Runner 2049,4 octobre 2017,2h 44min,[],N/A,"['Ryan Gosling', 'Harrison Ford']","En 2049, la société est fragilisée par les nombreuses tensions entre les humains et leurs esclaves créés par bioingénierie. L’officier K est un Blade Runner : il fait partie d’une force d’intervention d’élite chargée de trouver et d’éliminer ceux qui n’obéissent pas aux ordres des humains.","3,6","3,8"
Abominable,23 octobre 2019,1h 37min,[],N/A,"['Chloe Bennet', 'Albert Tsai']","Tout commence sur le toit d’un immeuble à Shanghai, avec l’improbable rencontre d’une jeune adolescente, l’intrépide Yi, avec un jeune Yeti. La jeune fille et ses amis Jin et Peng vont tenter de ramener chez lui celui qu’ils appellent désormais Everest, leur nouvel et étrange ami, afin qu’il puisse retrouver sa famille sur le toit du monde...","3,0","3,7"
Dark Waters,26 février 2020,2h 08min,[],N/A,"['Mark Ruffalo', 'Anne Hathaway']","Robert Bilott est un avocat spécialisé dans la défense des industries chimiques. Interpellé par un paysan, voisin de sa grand-mère, il va découvrir que la campagne idyllique de son enfance est empoisonnée par une usine du puissant groupe chimique DuPont, premier employeur de la région.","4,0","4,1"
Hunger Games - La Révolte : Partie 2,18 novembre 2015,2h 17min,[],N/A,"['Jennifer Lawrence', 'Josh Hutcherson']","Alors que Panem est ravagé par une guerre désormais totale, Katniss et le Président Snow vont s’affronter pour la dernière fois. Katniss et ses plus proches amis – Gale, Finnick, et Peeta – sont envoyés en mission pour le District 13...","3,0","3,4"
Mulholland Drive,21 novembre 2001,2h 26min,[],N/A,"['Naomi Watts', 'Laura Harring']","Un violent accident de voiture sur la route de Mulholland Drive sauve une femme de ses poursuivants. Hagarde, la belle s’enfonce dans la nature et se réfugie dans une demeure inoccupée. Le lendemain, Betty Elms débarque à l’aéroport de Los Angeles. Actrice, elle compte bien devenir une star, et sa tante, partie sur un tournage, lui prête son appartement. Dans la salle de bains, Betty découvre avec surprise l’accidentée, terrée et terrifiée. Prise de compassion pour l’infortunée, qui se révèle amnésique, elle décide de l’héberger tout en l’aidant à retrouver peu à peu des bribes de son passé. Leurs seuls indices résident dans un sac rempli d’argent et une mystérieuse clé bleue...","4,7","3,9"
Gueules noires,15 novembre 2023,1h 43min,[],N/A,"['Samuel Le Bihan', 'Amir El Kacem']","1956, dans le nord de la France. Une bande de mineurs de fond se voit obligée de conduire un professeur faire des prélèvements à mille mètres sous terre. Après un éboulement qui les empêche de remonter, ils découvrent une crypte d’un autre temps, et réveillent sans le savoir quelque chose qui aurait dû rester endormi.","2,9","2,9"
Hatchi,9 juin 2010,1h 33min,[],N/A,"['Richard Gere', 'Joan Allen']","Un professeur trouve un chien abandonné et le recueille. Sa vie s'en trouve transformée, un lien inaltérable les unissant très vite...","2,2","4,2"
28 jours plus tard,28 mai 2003,1h 52min,[],N/A,"['Cillian Murphy', 'Naomie Harris']","En faisant irruption dans un laboratoire pour délivrer des chimpanzés, un commando de la Protection Animale libère un virus qui se propage rapidement à travers le pays. C'est dans un Londres devenu ville fantôme que Jim sort d'un profond coma...","3,1","3,8"
Juste La Fin Du Monde,21 septembre 2016,1h 39min,[],N/A,"['Gaspard Ulliel', 'Nathalie Baye']","Après douze ans d’absence, un écrivain retourne dans son village natal pour annoncer à sa famille sa mort prochaine.","3,2","3,6"
"Millénium, le film",13 mai 2009,2h 32min,[],N/A,"['Michael Nyqvist', 'Noomi Rapace']","Mikael est journaliste dans le magazine Millenium. Condamné pour diffamation, il décide de prendre de la distance avec sa vie et son métier. Mais Henrik Vanger, grande figure de l'industrie suédoise, fait appel à lui afin d'enquêter sur un meurtre...","3,4","3,9"
