Title,Date,Duration,Note_Imdb,User_score_1,Synopsis
Vikram,2022,2h 55m,"8,3 (73 k)",N/A,"Quand Karnan, un homme imparfait, est assassiné, Amar et son équipe sont chargés de résoudre le mystère de sa mort. Plus tard, Amar découvre que cet homme normal n'est pas si normal que ça et qu'il est lié à Sandhanam, un baron de la drogue."
Assurance sur la mort,1944,1h 47m,"8,3 (166 k)",95,Un vendeur d'assurances se laisse entraîner par une femme au foyer séduisante dans un stratagème frauduleux de meurtre et d'assurance qui suscite la suspicion d'un enquêteur en assurance.
Vivre,1952,2h 23m,"8,3 (86 k)",92,Un bureaucrate essaie de trouver un sens à sa vie suite à la découverte qu'il a un cancer en phase terminale.
Shershaah,2021,2h 15m,"8,3 (129 k)",N/A,"La vie du capitaine de l'armée indienne Vikram Batra, récompensé par le Param Vir Chakra, la plus haute distinction indienne pour sa bravoure pour ses actions pendant la guerre de Kargil en 1999."
Taare Zameen Par,2007,2h 42m,"8,3 (204 k)",N/A,"Un garçon de huit ans est considéré comme un bon à rien et un fauteur de troubles, jusqu'à ce que le nouveau professeur d'art ait la patience et la compassion nécessaires pour découvrir le vrai problème que cache ses difficultés scolaires."
Le Voleur de bicyclette,1948,1h 29m,"8,3 (173 k)",N/A,"L'Italie de l'après-guerre, le vélo d'un ouvrier est volé. Lui et son fils sont partis à sa recherche."
Ayla,2017,2h 5m,"8,3 (43 k)",N/A,"Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind."
Chhichhore,2019,2h 23m,"8,3 (62 k)",N/A,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
Ratsasan,2018,2h 26m,"8,3 (50 k)",N/A,Un sous-inspecteur se lance à la poursuite d'un mystérieux tueur en série qui cible des adolescentes et les assassine brutalement.
Drishyam,2013,2h 40m,"8,3 (44 k)",N/A,Un homme se donne beaucoup de mal pour sauver sa famille d'une punition après que la famille ait commis un crime par accident.
Le loup de Wall Street,2013,3h,"8,2 (1,5 M)",75,"Inspiré de l'histoire vraie de Jordan Belfort, de son ascension au rôle de riche courtier à la belle vie jusqu'à sa chute impliquant crime, corruption et les autorités."
Jurassic Park,1993,2h 7m,"8,2 (1,1 M)",68,"Grâce à l'ADN fossilisé dans l'ambre, John Hammond donne vie à plusieurs espèces de dinosaures et crée Jurassic Park, un parc à thème sur une île du Costa Rica. Mais ce qui ressemblait à un rêve devient rapidement un cauchemar."
Spider-Man: No Way Home,2021,2h 28m,"8,2 (857 k)",71,"L'identité de Spider-Man étant désormais révélée, Peter demande de l'aide au docteur Strange. Lorsqu'un sort tourne mal, des ennemis commencent à apparaître, forçant Peter à découvrir ce que signifie vraiment être Spider-Man."
Shutter Island,2010,2h 18m,"8,2 (1,4 M)",63,"En 1954, un maréchal américain enquête sur la disparition d'un meurtrier qui s'est échappé d'un hôpital pour criminels."
Taxi Driver,1976,1h 54m,"8,2 (905 k)",94,"Un vétéran instable sur le plan mental travaille comme chauffeur de taxi de nuit à New York, où la décadence et les actes de violence alimentent son envie de violence, tout en tentant de libérer une prostituée de douze ans."
Batman Begins,2005,2h 20m,"8,2 (1,6 M)",70,"Après s'être entrainé avec son mentor, Batman commence son combat pour libérer la ville de Gotham, une ville ravagée par le crime."
Piège de cristal,1988,2h 12m,"8,2 (935 k)",72,"John McClane, un policier de New York, tente de sauver sa femme Holly Gennaro et un groupe d'autres personnes prises en otage par le terroriste allemand Hans Gruber lors d'une fête de Noël au Nakatomi Plaza de Los Angeles."
No Country for Old Men,2007,2h 2m,"8,2 (1 M)",92,Violence et chaos surviennent après qu'un chasseur découvre un deal de drogue ayant mal tourné ainsi que plus de deux millions de dollars en espèces près du Rio Grande.
L.A. Confidential,1997,2h 18m,"8,2 (610 k)",91,"Tandis que la corruption s'épanouit dans les années 1950, trois policiers - l'un un peu guindé, l'autre brutal, le dernier au comportement douteux - enquêtent sur une série de meurtres en faisant justice comme bon leur semble."
The Father,2020,1h 37m,"8,2 (186 k)",88,"Un homme refuse toute aide de sa fille au fur et à mesure qu'il vieillit. Alors qu'il essaie de donner un sens à ses circonstances changeantes, il commence à douter de ses proches, de son esprit et même de sa propre réalité."
Kill Bill: Volume I,2003,1h 51m,"8,2 (1,2 M)",69,Un ancien assassin se réveille d'un coma de quatre ans et décide de se venger de l'équipe de meurtriers qui l'a trahie.
Green Book: Sur les routes du sud,2018,2h 10m,"8,2 (551 k)",69,Un videur italo-américain issu de la classe ouvrière devient le chauffeur d'un pianiste classique afro-américain pour une tournée des états du Sud américains des dans les années 60 .
Le château ambulant,2004,1h 59m,"8,2 (437 k)",82,"Lorsqu'une jeune femme peu sûre d'elle est maudite par une sorcière malveillante, sa seule chance de conjurer le sort est un jeune sorcier égoïste manquant d'assurance, et ses compagnons dans leur château ambulant."
Snatch - Tu braques ou tu raques,2000,1h 44m,"8,2 (899 k)",55,"Des promoteurs de boxe sans scrupules, des bookmakers violents, un gangster russe, des voleurs amateurs incompétents et des bijoutiers soi-disant juifs se battent pour traquer un diamant volé à la valeur inestimable."
There Will Be Blood,2007,2h 38m,"8,2 (632 k)",93,"Une histoire de famille, de religion, de haine, de pétrole et de folie, centrée sur un prospecteur aux débuts de l'entreprise."
The Truman Show,1998,1h 43m,"8,2 (1,2 M)",90,Un vendeur d'assurance découvre que sa vie tout entière est en fait une émission de télévision.
V pour vendetta,2005,2h 12m,"8,2 (1,2 M)",62,"""Dans un futur tyrannique en Grande Bretagne, un défenseur de la liberté ténébreux connu uniquement sous le pseudonyme de """"V"""" complote pour renverser le régime avec l'aide d'une jeune femme."""
1917,2019,1h 59m,"8,2 (660 k)",78,Deux jeunes soldats britanniques pendant la Première Guerre mondiale se voient confier une mission impossible: délivrer un message au plus profond du territoire ennemi qui empêchera 1600 hommes d'aller droit vers un piège mortel.
The Thing,1982,1h 49m,"8,2 (459 k)",57,"Une équipe de recherche américaine, basée en Antarctique, est attaquée par une créature capable de prendre l'apparence de ses victimes."
Casino,1995,2h 58m,"8,2 (556 k)",73,"Une histoire d'avidité, de tromperie, d'argent, de pouvoir et de meurtre se produit entre deux meilleurs amis: un agent de la mafia et un dirigeant de casino s'affrontent/entrent en compétition à cause d'un empire du jeu et d'une jeune femme mondaine à la vie trépidante."
Sixième sens,1999,1h 47m,"8,2 (1 M)",64,Un jeune garçon qui communique avec des esprits demande l'aide d'un psychologue pour enfants.
Indiana Jones et la dernière croisade,1989,2h 7m,"8,2 (803 k)",65,"En 1938, après la disparition de son père le professeur Henry Jones Senior dans sa poursuite du Saint Graal, Indiana Jones se retrouve de nouveau confronté aux nazis d'Adolf Hitler pour les empêcher d'acquérir ses pouvoirs."
Un homme d'exception,2001,2h 15m,"8,2 (976 k)",72,"Après que John Nash, mathématicien brillant mais asocial, accepte un travail secret en cryptographie, sa vie se transforme en cauchemar."
Le Monde de Nemo,2003,1h 40m,"8,2 (1,1 M)",90,"Après la capture de son fils au Grand Recif de Corail , qui est amené à Sydney, un poisson clown timide embarque sur une aventure afin de ramener son fils à la maison."
Autant en emporte le vent,1939,3h 58m,"8,2 (331 k)",97,Une femme manipulatrice et un homme cynique vivent une histoire d'amour tumultueuse pendant la guerre de Sécession et l'époque de la Reconstruction aux États-Unis.
Le labyrinthe de Pan,2006,1h 58m,"8,2 (697 k)",98,"Dans l'Espagne phalangiste de 1944, la jeune belle-fille d'un officier de l'armée sadique s'échappe dans un monde fantastique et captivant."
Impitoyable,1992,2h 10m,"8,2 (432 k)",85,"William Munny, un vieux bandit armé du Far West, prend sa retraite à contrecoeur avec l'aide de son ancien partenaire et d'un jeune homme."
La chute,2004,2h 36m,"8,2 (371 k)",82,"Traudl Junge, la dernière secrétaire d'Adolf Hitler, raconte les derniers jours du dictateur dans son bunker à Berlin à la fin de la deuxième guerre mondiale."
Monty Python : Sacré Graal !,1975,1h 31m,"8,2 (565 k)",91,"Le Roi Arthur et ses chevaliers se lancent dans une quête du Graal à petit budget, rencontrant de nombreux obstacles très stupides."
La légende de Klaus,2019,1h 36m,"8,2 (185 k)",65,"Un simple acte de gentillesse en suscite toujours un autre, même dans un endroit glacé et lointain. Jesper, le nouveau facteur de Smeerensburg, se lie d’amitié avec le fabricant de jouets Klaus."
La Grande Évasion,1963,2h 52m,"8,2 (256 k)",86,Des prisonniers de guerre alliés prévoient l'évasion de plusieurs centaines de personnes d'un camp allemand pendant la Seconde Guerre mondiale.
Elephant Man,1980,2h 4m,"8,2 (255 k)",78,"Un chirurgien de l'époque victorienne sauve un homme défiguré et maltraité gagnant sa vie comme monstre de foire. Derrière sa façade monstrueuse se dévoile une personne empreinte de gentillesse, d'intelligence et de sophistication."
Dans ses yeux,2009,2h 9m,"8,2 (220 k)",80,"Un fonctionnaire de police à la retraite écrit un roman dans l'espoir de tourner la page sur l'une de ses affaires criminelles non résolues et déclarer enfin son amour à sens unique à son ancienne supérieure, deux choses qui le hantent toujours des décennies plus tard."
Certains l'aiment chaud,1959,2h 1m,"8,2 (281 k)",98,"Lorsque deux musiciens sont témoins d'un succès populaire, ils fuient l'État dans un groupe entièrement féminin, déguisés en femmes, mais d'autres complications s'ensuivent."
Tumbbad,2018,1h 44m,"8,2 (58 k)",N/A,L'histoire mythologique d'une déesse créatrice de l'univers. L'intrigue tourne autour des conséquences lorsque les humains construisent un temple pour son premier fils.
...et pour quelques dollars de plus,1965,2h 12m,"8,2 (271 k)",74,Deux chasseurs de primes partageant les mêmes intentions s'associent pour retrouver un hors-la-loi.
Ran,1985,2h 40m,"8,2 (134 k)",97,"Dans le Japon médiéval, un seigneur de guerre âgé prend sa retraite, remettant son fief à ses trois fils. Cependant, il sous-estime considérablement à quel point ce tout nouveau pouvoir les corrompra, les retournant les uns contre les autres... et contre lui."
K.G.F: Chapter 1,2018,2h 34m,"8,2 (97 k)",N/A,"""Situé au début des années quatre-vingt, le """"KGF"""" (Mines d'or à Kolar en Inde), le premier chapitre focalise sur le protagoniste qui mène une bataille contre les oppresseurs dans Kolar Gold Fields."""
Ève...,1950,2h 18m,"8,2 (137 k)",98,Une ingénue se glisse dans la compagnie d'une actrice de scène établie mais vieillissante et de ses amis du théâtre.
Le crime était presque parfait,1954,1h 45m,"8,2 (186 k)",75,Un ancien joueur de tennis décide de tuer sa femme pour hériter de son argent et se venger d'un cas qu'elle avait eu. Mais les choses ne se dérouleront pas comme prévu.
Kantara,2022,2h 28m,"8,2 (101 k)",N/A,Il implique la culture de Kambla et de Bhootha Kola. Un conflit entre l'homme et la nature où Shiva est le rebelle qui travaille contre la nature. Une boucle mène à la guerre entre les villageois et les forces du mal.
Yedinci Kogustaki Mucize,2019,2h 12m,"8,2 (54 k)",N/A,L'amour entre un père souffrant de troubles mentaux et accusé à tort de meurtre et son adorable fille âgée de six ans. La prison sera leur maison. Inspiré du film coréen de 2013 7-beon-bang-ui seon-mul (2013).
Gangs of Wasseypur,2012,5h 21m,"8,2 (103 k)",89,Un affrontement entre le sultan et Shahid Khan mène à l'expulsion de Khan de Wasseypur et déclenche une querelle sanglante qui dure depuis trois générations.
"Demon Slayer - Kimetsu no Yaiba, le film : Le Train de l'Infini",2020,1h 57m,"8,2 (70 k)",72,"Tanjirō et ses amis montent à bord du train de l'Infini afin de rencontrer Kyōjurō Rengoku, le Pilier de la flamme. Souhaitant devenir ses disciples, ils vont l'aider à mettre un terme aux attaques répétées de ce convoi par des démons."
Rashomon,1950,1h 28m,"8,2 (178 k)",98,Raconte des versions divergentes d'un crime odieux et de ses conséquences.
Baahubali 2: La conclusion,2017,2h 47m,"8,2 (113 k)",N/A,"Lorsque Shiva, le fils de Bahubali, découvre son héritage, il commence à chercher des réponses. Son histoire se superpose aux événements passés qui se sont déroulés dans le royaume de Mahishmati."
Andhadhun,2018,2h 19m,"8,2 (101 k)",N/A,Une série d'événements mystérieux change la vie d'un pianiste aveugle qui doit désormais signaler un crime dont il n'a jamais été témoin.
On ne vit qu'une seule fois,2011,2h 35m,"8,2 (85 k)",N/A,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
Le garde du corps,1961,1h 50m,"8,2 (130 k)",93,Un samouraï rusé arrive dans une ville contrôlée par deux gangs rivaux. Il décide de les dresser l'un contre l'autre pour libérer la ville.
Les enfants du ciel,1997,1h 29m,"8,2 (80 k)",77,"Après qu'un garçon ait perdu la paire de chaussures de sa soeur, il part à leur recherche. Malgré diverses aventures, il n'y parvient pas et essaie d'en trouver une nouvelle paire."
Drishyam 2,2022,2h 20m,"8,2 (43 k)",N/A,L'histoire captivante d'une enquête et d'une famille menacée par celle-ci. Vijay Salgaonkar sera-t-il capable de protéger sa famille cette fois-ci ?
Le Trésor de la Sierra Madre,1948,2h 6m,"8,2 (131 k)",98,Deux Américains à la recherche d'un emploi au Mexique convainquent un ancien prospecteur de les aider à chercher de l'or dans les montagnes de la Sierra Madre.
La complainte du sentier,1955,2h 5m,"8,2 (38 k)",N/A,"Un prêtre pauvre, Harihar Ray, qui rêve d'une vie meilleure pour lui et sa famille, quitte son village du Bengal rural à la recherche d'un travail."
Le salaire de la peur,1953,2h 36m,"8,2 (66 k)",85,"Dans un village d'Amérique du Sud délabré, quatre hommes sont embauchés pour transporter une cargaison urgente de nitroglycérine sans l'équipement nécessaire pour sécuriser l'opération."
Uri: The Surgical Strike,2019,2h 18m,"8,2 (71 k)",N/A,"Inspiré des événements de 2016, lorsque l'armée indienne vengea une attaque terroriste meurtrière en effectuant une frappe chirurgicale."
